Name,Language,Stars,Forks,Owner,Created At
scala-native,Scala,4670,388,scala-native,2014-11-27T17:38:28Z
scalaz,Scala,4668,697,scalaz,2010-01-16T06:18:51Z
zio,Scala,4388,1591,zio,2018-05-19T16:40:37Z
chronos,Scala,4376,521,mesos,2013-02-13T22:59:14Z
spark-nlp,Scala,4138,742,JohnSnowLabs,2017-09-24T19:36:44Z
marathon,Scala,4033,832,d2iq-archive,2013-06-25T14:56:34Z
TheHive,Scala,3927,693,TheHive-Project,2016-11-03T16:58:39Z
diffy,Scala,3814,360,twitter-archive,2015-08-12T19:58:04Z
rocket-chip,Scala,3802,1272,chipsalliance,2014-09-12T07:04:30Z
deequ,Scala,3623,585,awslabs,2018-08-07T20:55:14Z
atlas,Scala,3551,353,Netflix,2014-08-05T05:23:04Z
scalding,Scala,3522,698,twitter,2012-01-10T16:22:08Z
CoolplaySpark,Scala,3476,1384,lw-lin,2015-12-03T07:45:04Z
breeze,Scala,3453,690,scalanlp,2009-07-08T23:22:52Z
shapeless,Scala,3401,520,milessabin,2011-12-18T13:36:38Z
flockdb,Scala,3317,249,twitter-archive,2010-04-12T03:53:45Z
joern,Scala,3280,420,joernio,2019-03-14T18:51:07Z
shadowsocksr-v2ray-trojan-android,Scala,3179,378,xxf098,2019-12-06T01:19:20Z
Spark-The-Definitive-Guide,Scala,3135,2898,databricks,2017-05-15T17:00:18Z
elasticmq,Scala,2888,202,softwaremill,2011-06-25T07:36:38Z
spark-jobserver,Scala,2837,972,spark-jobserver,2014-08-21T23:07:47Z
mill,Scala,2757,440,com-lihaoyi,2017-10-17T03:43:19Z
kestrel,Scala,2756,307,twitter-archive,2008-04-21T07:19:21Z
node2vec,Scala,2733,905,aditya-grover,2016-06-28T02:39:51Z
util,Scala,2720,571,twitter,2011-03-26T01:23:21Z
slick,Scala,2665,611,slick,2009-02-20T22:51:53Z
scalatra,Scala,2648,336,scalatra,2009-05-31T09:20:32Z
scala-exercises,Scala,2648,538,scala-exercises,2014-09-03T09:14:41Z
Ammonite,Scala,2634,368,com-lihaoyi,2015-01-13T07:34:38Z
lagom,Scala,2629,621,lagom,2016-02-23T01:51:06Z
scio,Scala,2627,527,spotify,2015-03-26T19:07:34Z
http4s,Scala,2618,810,http4s,2012-03-12T04:41:20Z
circe,Scala,2539,545,circe,2015-07-31T15:12:09Z
spray,Scala,2494,552,spray,2011-03-25T10:58:44Z
SZT-bigdata,Scala,2465,619,geekyouth,2020-04-13T10:50:34Z
fs2,Scala,2448,631,typelevel,2013-03-06T17:34:15Z
metarank,Scala,2428,110,metarank,2020-08-19T17:16:08Z
kyuubi,Scala,2348,1005,apache,2017-12-18T09:05:10Z
metals,Scala,2310,432,scalameta,2017-11-03T14:18:53Z
chipyard,Scala,2299,878,ucb-bar,2016-10-24T17:03:58Z
algebird,Scala,2297,347,twitter,2012-08-02T17:24:42Z
TransmogrifAI,Scala,2275,400,salesforce,2017-11-02T16:15:15Z
finatra,Scala,2273,402,twitter,2012-02-16T23:55:29Z
gizzard,Scala,2247,205,twitter-archive,2010-04-06T21:13:26Z
cats-effect,Scala,2234,575,typelevel,2017-04-08T17:55:13Z
doobie,Scala,2222,378,typelevel,2013-11-25T07:25:20Z
s3_website,Scala,2219,177,laurilehmijoki,2013-06-24T15:28:00Z
riscv-boom,Scala,2185,511,riscv-boom,2014-01-21T17:18:10Z
zio-quill,Scala,2168,352,zio,2015-07-20T22:15:04Z
coursier,Scala,2125,334,coursier,2015-06-16T18:32:53Z
summingbird,Scala,2124,256,twitter,2012-09-25T22:38:35Z
scaloid,Scala,2088,159,pocorall,2012-10-08T05:53:22Z
SpinalHDL,Scala,2009,378,SpinalHDL,2015-01-25T11:42:00Z
Vale,Scala,1988,58,ValeLang,2020-06-28T20:35:00Z
textteaser,Scala,1971,250,MojoJolo,2013-10-02T11:36:18Z
scalacheck,Scala,1965,396,typelevel,2011-05-26T11:44:12Z
sangria,Scala,1960,218,sangria-graphql,2015-07-05T21:29:30Z
cassandra-spark-connector,Scala,1949,930,apache,2014-06-27T15:45:54Z
monix,Scala,1933,244,monix,2014-01-06T12:56:07Z
feathr,Scala,1929,244,feathr-ai,2022-02-18T08:00:06Z
byzer-lang,Scala,1837,539,byzer-org,2016-04-28T07:06:14Z
spire,Scala,1774,238,typelevel,2011-11-03T20:52:53Z
graphcool-framework,Scala,1755,125,Graphcool,2018-01-16T11:58:16Z
giter8,Scala,1752,225,foundweekends,2010-08-10T04:08:48Z
refined,Scala,1729,152,fthomas,2015-05-10T16:23:16Z
OBP-API,Scala,1718,473,OpenBankProject,2012-11-20T10:45:14Z
OpenComputers,Scala,1715,482,MightyPirates,2013-12-04T17:11:24Z
Monocle,Scala,1696,208,optics-dev,2014-01-17T19:49:22Z
skunk,Scala,1659,174,typelevel,2018-09-21T06:46:41Z
scalajs-react,Scala,1656,231,japgolly,2014-07-03T09:58:42Z
elastic4s,Scala,1640,686,Philippus,2013-06-10T20:23:57Z
almond,Scala,1623,246,almond-sh,2015-03-10T22:48:50Z
sbt-native-packager,Scala,1605,444,sbt,2011-12-20T02:04:49Z
twitter-server,Scala,1603,271,twitter,2013-04-22T19:34:36Z
finch,Scala,1594,218,finagle,2014-04-15T12:17:44Z
pekko,Scala,1592,202,apache,2022-10-31T08:40:39Z
Cortex,Scala,1588,259,TheHive-Project,2017-01-10T10:52:57Z
Binding.scala,Scala,1576,102,ThoughtWorksInc,2016-01-06T15:28:52Z
gluten,Scala,1573,620,apache,2021-12-06T05:46:27Z
spark-testing-base,Scala,1551,356,holdenk,2015-01-30T22:23:59Z
mleap,Scala,1538,317,combust,2016-08-23T03:51:03Z
pureconfig,Scala,1537,181,pureconfig,2015-08-29T17:05:50Z
NutShell,Scala,1533,259,OSCPU,2020-07-07T08:04:28Z
goose,Scala,1528,313,GravityLabs,2010-12-16T18:12:36Z
aas,Scala,1523,1014,sryza,2014-11-08T22:18:11Z
C1000K-Servers,Scala,1506,350,smallnest,2015-05-22T07:21:48Z
sttp,Scala,1504,330,softwaremill,2017-06-30T15:15:07Z
scalafmt,Scala,1488,284,scalameta,2015-11-02T21:34:40Z
geomesa,Scala,1487,442,locationtech,2013-09-30T20:13:46Z
json4s,Scala,1485,324,json4s,2012-08-23T23:18:46Z
scalacaster,Scala,1476,317,vkostyukov,2012-12-26T12:05:30Z
better-files,Scala,1473,135,pathikrit,2015-09-12T03:48:31Z
tapir,Scala,1464,469,softwaremill,2018-12-09T16:43:49Z
FiloDB,Scala,1463,238,filodb,2015-01-14T18:35:32Z
grid,Scala,1454,120,guardian,2013-08-22T13:49:31Z
carbondata,Scala,1445,698,apache,2016-06-28T07:00:06Z
squbs,Scala,1433,233,paypal,2015-07-07T20:48:12Z
Kamon,Scala,1427,331,kamon-io,2013-05-03T20:02:45Z
alpakka-kafka,Scala,1422,369,akka,2014-12-30T15:30:02Z
spark,Scala,1419,380,mesos,2010-03-29T22:59:04Z
postgresql-async,Scala,1418,217,mauricio,2012-02-26T04:03:25Z
LearningSparkV2,Scala,1399,794,databricks,2019-02-10T05:17:50Z
ecosystem,Scala,1378,391,tensorflow,2016-10-14T19:02:07Z
geotrellis,Scala,1371,361,locationtech,2011-12-23T14:56:54Z
gemmini,Scala,1366,272,ucb-bar,2018-10-31T01:51:48Z
akka-http,Scala,1350,587,akka,2016-08-19T11:33:36Z
eclair,Scala,1338,284,ACINQ,2015-08-19T11:47:01Z
iago,Scala,1336,137,twitter-archive,2012-06-22T18:44:42Z
ScalaPB,Scala,1336,293,scalapb,2014-10-02T01:11:41Z
macwire,Scala,1316,77,softwaremill,2013-03-17T13:20:04Z
intellij-haskell,Scala,1308,95,rikvdkleij,2014-05-12T07:23:50Z
framework,Scala,1285,276,lift,2011-01-26T13:25:28Z
scalikejdbc,Scala,1279,228,scalikejdbc,2011-11-18T06:56:36Z
lcamera,Scala,1272,209,PkmX,2014-10-16T20:11:48Z
alpakka,Scala,1270,628,akka,2016-10-13T13:08:14Z
chimney,Scala,1250,113,scalalandio,2017-05-23T11:24:09Z
sbt-dependency-graph,Scala,1245,112,sbt,2011-11-15T15:08:39Z
rsc,Scala,1235,46,twitter,2017-08-17T17:56:27Z
AppCrawler,Scala,1233,474,seveniruby,2016-02-16T11:27:13Z
intellij-scala,Scala,1222,428,JetBrains,2011-11-11T14:34:07Z
enumeratum,Scala,1221,150,lloydmeta,2014-12-05T10:49:34Z
datafusion-comet,Scala,1217,335,apache,2024-01-15T17:33:42Z
spark-timeseries,Scala,1197,415,sryza,2015-03-11T08:14:49Z
scala-steward,Scala,1197,516,scala-steward-org,2018-09-06T19:44:47Z
graphframes,Scala,1187,267,graphframes,2016-01-20T23:17:56Z
securesocial,Scala,1187,496,jaliss,2011-11-10T17:32:54Z
Metascala,Scala,1184,95,lihaoyi,2013-03-03T03:59:32Z
killrweather,Scala,1180,392,killrweather,2014-10-07T16:53:21Z
griffin,Scala,1170,585,apache,2017-02-15T08:00:06Z
scalatest,Scala,1168,336,scalatest,2013-04-07T21:55:49Z
Waves,Scala,1168,428,wavesplatform,2016-04-17T08:38:48Z
scala-async,Scala,1161,84,scala,2013-04-01T22:22:27Z
flint,Scala,1161,198,twosigma,2016-10-19T17:44:15Z
scalameta,Scala,1154,244,scalameta,2014-06-16T23:00:32Z
freedom,Scala,1145,280,sifive,2016-11-24T00:15:55Z
fastparse,Scala,1135,165,com-lihaoyi,2014-11-29T08:35:28Z
colossus,Scala,1130,95,tumblr,2014-11-11T16:06:06Z
wartremover,Scala,1105,116,wartremover,2013-01-05T11:29:26Z
Scala,Scala,1103,399,TheAlgorithms,2016-07-16T10:20:12Z
utils4s,Scala,1085,423,jacksu,2015-09-24T09:15:03Z
scala-pet-store,Scala,1077,207,pauljamescleary,2017-05-21T13:44:50Z
cromwell,Scala,1069,382,broadinstitute,2015-04-17T19:39:36Z
stream-reactor,Scala,1066,374,lensesio,2016-01-17T21:37:58Z
sbt-idea,Scala,1064,144,mpeltonen,2010-01-04T17:02:45Z
spark-csv,Scala,1057,435,databricks,2014-12-03T00:56:21Z
adam,Scala,1053,312,bigdatagenomics,2013-11-19T23:47:57Z
cassovary,Scala,1052,146,twitter,2012-02-21T23:22:30Z
phantom,Scala,1042,186,outworkers,2013-11-19T00:08:32Z
snappydata,Scala,1032,198,TIBCOSoftware,2015-09-16T10:36:36Z
chronon,Scala,1028,101,airbnb,2020-09-30T23:20:42Z
firesim,Scala,1020,266,firesim,2018-05-13T19:39:17Z
livy,Scala,1009,311,cloudera,2015-11-17T06:55:45Z
caliban,Scala,995,263,ghostdogpr,2019-09-12T07:17:45Z
shark,Scala,992,322,amplab,2012-04-14T09:39:53Z
scala.rx,Scala,985,75,lihaoyi,2012-09-26T15:18:46Z
cudf-spark,Scala,985,287,NVIDIA,2020-05-14T22:56:44Z
sparkling-water,Scala,977,361,h2oai,2014-10-13T23:06:35Z
spray-json,Scala,972,185,spray,2011-05-06T21:31:38Z
scalaj-http,Scala,968,118,scalaj,2010-08-23T20:05:19Z
livy,Scala,959,624,apache,2017-06-25T07:00:09Z
elasticsearch-readonlyrest-plugin,Scala,958,164,sscarduzio,2013-12-06T14:10:45Z
delta-sharing,Scala,951,229,delta-io,2021-04-08T22:58:25Z
spark-redis,Scala,946,365,RedisLabs,2015-08-16T08:39:33Z
tensorflow_scala,Scala,939,91,eaplatanios,2017-04-01T18:00:29Z
bloop,Scala,938,216,scalacenter,2017-11-11T09:39:34Z
extraction-framework,Scala,935,303,dbpedia,2013-02-07T11:00:28Z
squants,Scala,930,122,typelevel,2014-03-06T16:28:32Z
simulacrum,Scala,927,58,typelevel,2015-01-17T03:49:30Z
SparkCTR,Scala,927,256,wzhe06,2017-03-16T14:02:55Z
scala-logging,Scala,926,127,lightbend-labs,2013-07-16T20:24:15Z
kind-projector,Scala,924,75,typelevel,2012-02-24T05:55:56Z
scalastyle,Scala,675,211,scalastyle,2011-10-20T19:26:37Z
utest,Scala,507,87,com-lihaoyi,2014-01-27T03:12:39Z
